,text,requesting_help,disaster
1409,while the lights may go out at times the stars over continue to shine read more of our day of a day series about the recent,0,fire
1411,all of the evacuation orders and warnings for the have been lifted by the on monday full containment is expected on thursday,0,fire
1412,no mention that neither el ni o nor la ni a is active right now how can an chance of a neutral enso result in an abnormal fall and winter precipitation,0,fire
1413,the sonoma county sheriffs office has announced that all evacuation warnings have been lifted and all checkpoints have been removed as of monday the containment is now up to per cent,0,fire
1414,rt repopulation update for monday november  at pm more here,0,fire
1415,is contained thanks to all during this time of need very proud of the mutual aid provided by our own including hughson fire dept denair fire district los banos fire dept,0,fire
1416,residents from the city of gathered together on nov rd to say thank you to all the first responders who helped their community stay safe during the photo will bucquoy,0,fire
1417,residents were only two years removed from the devastating  and had become organized since then this helped get in to fight the instead of getting people to,0,fire
1418,today on the blog its about life right now in california a conference a fire and a community,0,fire
1420,burning more than  acres in northern california the has disrupted everyday life for countless people in the region with fire safety in the spotlight happyco covers best practices for preventative inspections,0,fire
1421,rt cal fire rt calfirelnu repopulation update for monday november  at pm more here,0,fire
1422,rt calfirelnu repopulation update for monday november  at pm more here,0,fire
1423,i m so proud of my dad mark dunn read this article about how personal this recent fire was for him and his crew  it s very personal all local fire crew volunteers to defend santa rosa,0,fire
1426,rohnert park alert all evacuations lifted which means the only thing that made us special is gone see you next year until then come for the big box stores stay for the banal chain restaurants,0,fire
